Symptom_1,Symptom_2,Symptom_3,Symptom_4,Disease,Description,Medication,Diet,Precaution_1,Precaution_2,Precaution_3,Precaution_4,workout
 vomiting, headache, nausea, spinning_movements,(vertigo) Paroymsal  Positional Vertigo,,,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,"Avoid trigger foods (caffeine, alcohol)"
 vomiting, headache, nausea, spinning_movements,(vertigo) Paroymsal  Positional Vertigo,,,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,Limit sodium intake
 vomiting, headache, nausea, spinning_movements,(vertigo) Paroymsal  Positional Vertigo,,,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,Stay hydrated
 vomiting, headache, nausea, spinning_movements,(vertigo) Paroymsal  Positional Vertigo,,,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,Consume ginger and ginkgo biloba
 vomiting, headache, nausea, spinning_movements,(vertigo) Paroymsal  Positional Vertigo,,,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,Limit artificial sweeteners
 vomiting, headache, nausea, spinning_movements,(vertigo) Paroymsal  Positional Vertigo,,,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,Consult a healthcare professional
 vomiting, headache, nausea, spinning_movements,(vertigo) Paroymsal  Positional Vertigo,,,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,Avoid sudden head movements
 vomiting, headache, nausea, spinning_movements,(vertigo) Paroymsal  Positional Vertigo,,,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,Follow medical recommendations
 vomiting, headache, nausea, spinning_movements,(vertigo) Paroymsal  Positional Vertigo,,,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,Manage stress
 vomiting, headache, nausea, spinning_movements,(vertigo) Paroymsal  Positional Vertigo,,,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,Limit caffeine and stimulants
 skin_rash, pus_filled_pimples, blackheads, scurring,Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']","['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,Consume a balanced diet
 skin_rash, pus_filled_pimples, blackheads, scurring,Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']","['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,Limit dairy and high-glycemic foods
 skin_rash, pus_filled_pimples, blackheads, scurring,Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']","['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,Include antioxidants
 skin_rash, pus_filled_pimples, blackheads, scurring,Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']","['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,Stay hydrated
 skin_rash, pus_filled_pimples, blackheads, scurring,Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']","['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,Limit processed foods
 skin_rash, pus_filled_pimples, blackheads, scurring,Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']","['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,Include zinc-rich foods
 skin_rash, pus_filled_pimples, blackheads, scurring,Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']","['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,Consult a skincare professional
 skin_rash, pus_filled_pimples, blackheads, scurring,Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']","['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,Practice good skincare hygiene
 skin_rash, pus_filled_pimples, blackheads, scurring,Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']","['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,Limit sugary foods and beverages
 skin_rash, pus_filled_pimples, blackheads, scurring,Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']","['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,Follow medical recommendations
 burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,Stay hydrated
 burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,Consume cranberry products
 burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,Include vitamin C-rich foods
 burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,Limit caffeine and alcohol
 burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,Consume probiotics
 burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,Avoid spicy and acidic foods
 burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,Consult a healthcare professional
 burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,Follow medical recommendations
 burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,Maintain good hygiene
 burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']","['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,Limit sugary foods and beverages
 skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,Consume anti-inflammatory foods
 skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,Include omega-3 fatty acids
 skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,Include vitamin D analogues
 skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,Limit alcohol consumption
 skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,Stay hydrated
 skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,Consult a healthcare professional
 skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,Limit processed foods
 skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,Follow medical recommendations
 skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,Manage stress
 skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,Consider phototherapy under medical guidance
 skin_rash, high_fever, blister, red_sore_around_nose,Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,Maintain good hygiene
 skin_rash, high_fever, blister, red_sore_around_nose,Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,Stay hydrated
 skin_rash, high_fever, blister, red_sore_around_nose,Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,Consume nutrient-rich foods
 skin_rash, high_fever, blister, red_sore_around_nose,Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,Limit sugary foods and beverages
 skin_rash, high_fever, blister, red_sore_around_nose,Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,Include foods rich in vitamin C
 skin_rash, high_fever, blister, red_sore_around_nose,Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,Consult a healthcare professional
 skin_rash, high_fever, blister, red_sore_around_nose,Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,Follow medical recommendations
 skin_rash, high_fever, blister, red_sore_around_nose,Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,Avoid scratching
 skin_rash, high_fever, blister, red_sore_around_nose,Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,Take prescribed antibiotics
 skin_rash, high_fever, blister, red_sore_around_nose,Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']","['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,Practice wound care
itching, skin_rash, nodal_skin_eruptions, dischromic _patches,Fungal infection,Fungal infection is a common skin condition caused by fungi.,"['Antifungal Cream', 'Fluconazole', 'Terbinafine', 'Clotrimazole', 'Ketoconazole']","['Antifungal Diet', 'Probiotics', 'Garlic', 'Coconut oil', 'Turmeric']",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths,Avoid sugary foods
itching, skin_rash, nodal_skin_eruptions, dischromic _patches,Fungal infection,Fungal infection is a common skin condition caused by fungi.,"['Antifungal Cream', 'Fluconazole', 'Terbinafine', 'Clotrimazole', 'Ketoconazole']","['Antifungal Diet', 'Probiotics', 'Garlic', 'Coconut oil', 'Turmeric']",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths,Consume probiotics
itching, skin_rash, nodal_skin_eruptions, dischromic _patches,Fungal infection,Fungal infection is a common skin condition caused by fungi.,"['Antifungal Cream', 'Fluconazole', 'Terbinafine', 'Clotrimazole', 'Ketoconazole']","['Antifungal Diet', 'Probiotics', 'Garlic', 'Coconut oil', 'Turmeric']",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths,Increase intake of garlic
itching, skin_rash, nodal_skin_eruptions, dischromic _patches,Fungal infection,Fungal infection is a common skin condition caused by fungi.,"['Antifungal Cream', 'Fluconazole', 'Terbinafine', 'Clotrimazole', 'Ketoconazole']","['Antifungal Diet', 'Probiotics', 'Garlic', 'Coconut oil', 'Turmeric']",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths,Include yogurt in diet
itching, skin_rash, nodal_skin_eruptions, dischromic _patches,Fungal infection,Fungal infection is a common skin condition caused by fungi.,"['Antifungal Cream', 'Fluconazole', 'Terbinafine', 'Clotrimazole', 'Ketoconazole']","['Antifungal Diet', 'Probiotics', 'Garlic', 'Coconut oil', 'Turmeric']",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths,Limit processed foods
itching, skin_rash, nodal_skin_eruptions, dischromic _patches,Fungal infection,Fungal infection is a common skin condition caused by fungi.,"['Antifungal Cream', 'Fluconazole', 'Terbinafine', 'Clotrimazole', 'Ketoconazole']","['Antifungal Diet', 'Probiotics', 'Garlic', 'Coconut oil', 'Turmeric']",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths,Stay hydrated
itching, skin_rash, nodal_skin_eruptions, dischromic _patches,Fungal infection,Fungal infection is a common skin condition caused by fungi.,"['Antifungal Cream', 'Fluconazole', 'Terbinafine', 'Clotrimazole', 'Ketoconazole']","['Antifungal Diet', 'Probiotics', 'Garlic', 'Coconut oil', 'Turmeric']",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths,Consume green tea
itching, skin_rash, nodal_skin_eruptions, dischromic _patches,Fungal infection,Fungal infection is a common skin condition caused by fungi.,"['Antifungal Cream', 'Fluconazole', 'Terbinafine', 'Clotrimazole', 'Ketoconazole']","['Antifungal Diet', 'Probiotics', 'Garlic', 'Coconut oil', 'Turmeric']",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths,Eat foods rich in zinc
itching, skin_rash, nodal_skin_eruptions, dischromic _patches,Fungal infection,Fungal infection is a common skin condition caused by fungi.,"['Antifungal Cream', 'Fluconazole', 'Terbinafine', 'Clotrimazole', 'Ketoconazole']","['Antifungal Diet', 'Probiotics', 'Garlic', 'Coconut oil', 'Turmeric']",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths,Include turmeric in diet
itching, skin_rash, nodal_skin_eruptions, dischromic _patches,Fungal infection,Fungal infection is a common skin condition caused by fungi.,"['Antifungal Cream', 'Fluconazole', 'Terbinafine', 'Clotrimazole', 'Ketoconazole']","['Antifungal Diet', 'Probiotics', 'Garlic', 'Coconut oil', 'Turmeric']",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths,Eat fruits and vegetables
 continuous_sneezing, shivering, chills, watering_from_eyes,Allergy,Allergy is an immune system reaction to a substance in the environment.,"['Antihistamines', 'Decongestants', 'Epinephrine', 'Corticosteroids', 'Immunotherapy']","['Elimination Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",apply calamine,cover area with bandage,,use ice to compress itching,Avoid allergenic foods
 continuous_sneezing, shivering, chills, watering_from_eyes,Allergy,Allergy is an immune system reaction to a substance in the environment.,"['Antihistamines', 'Decongestants', 'Epinephrine', 'Corticosteroids', 'Immunotherapy']","['Elimination Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",apply calamine,cover area with bandage,,use ice to compress itching,Consume anti-inflammatory foods
 continuous_sneezing, shivering, chills, watering_from_eyes,Allergy,Allergy is an immune system reaction to a substance in the environment.,"['Antihistamines', 'Decongestants', 'Epinephrine', 'Corticosteroids', 'Immunotherapy']","['Elimination Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",apply calamine,cover area with bandage,,use ice to compress itching,Include omega-3 fatty acids
 continuous_sneezing, shivering, chills, watering_from_eyes,Allergy,Allergy is an immune system reaction to a substance in the environment.,"['Antihistamines', 'Decongestants', 'Epinephrine', 'Corticosteroids', 'Immunotherapy']","['Elimination Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",apply calamine,cover area with bandage,,use ice to compress itching,Stay hydrated
 continuous_sneezing, shivering, chills, watering_from_eyes,Allergy,Allergy is an immune system reaction to a substance in the environment.,"['Antihistamines', 'Decongestants', 'Epinephrine', 'Corticosteroids', 'Immunotherapy']","['Elimination Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",apply calamine,cover area with bandage,,use ice to compress itching,Eat foods rich in vitamin C
 continuous_sneezing, shivering, chills, watering_from_eyes,Allergy,Allergy is an immune system reaction to a substance in the environment.,"['Antihistamines', 'Decongestants', 'Epinephrine', 'Corticosteroids', 'Immunotherapy']","['Elimination Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",apply calamine,cover area with bandage,,use ice to compress itching,Include quercetin-rich foods
 continuous_sneezing, shivering, chills, watering_from_eyes,Allergy,Allergy is an immune system reaction to a substance in the environment.,"['Antihistamines', 'Decongestants', 'Epinephrine', 'Corticosteroids', 'Immunotherapy']","['Elimination Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",apply calamine,cover area with bandage,,use ice to compress itching,Consume local honey
 continuous_sneezing, shivering, chills, watering_from_eyes,Allergy,Allergy is an immune system reaction to a substance in the environment.,"['Antihistamines', 'Decongestants', 'Epinephrine', 'Corticosteroids', 'Immunotherapy']","['Elimination Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",apply calamine,cover area with bandage,,use ice to compress itching,Limit processed foods
 continuous_sneezing, shivering, chills, watering_from_eyes,Allergy,Allergy is an immune system reaction to a substance in the environment.,"['Antihistamines', 'Decongestants', 'Epinephrine', 'Corticosteroids', 'Immunotherapy']","['Elimination Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",apply calamine,cover area with bandage,,use ice to compress itching,Include ginger in diet
 continuous_sneezing, shivering, chills, watering_from_eyes,Allergy,Allergy is an immune system reaction to a substance in the environment.,"['Antihistamines', 'Decongestants', 'Epinephrine', 'Corticosteroids', 'Immunotherapy']","['Elimination Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",apply calamine,cover area with bandage,,use ice to compress itching,Avoid artificial additives
 stomach_pain, acidity, ulcers_on_tongue, vomiting,GERD,GERD (Gastroesophageal Reflux Disease) is a digestive disorder that affects the lower esophageal sphincter.,"['Proton Pump Inhibitors (PPIs)', 'H2 Blockers', 'Antacids', 'Prokinetics', 'Antibiotics']","['Low-Acid Diet', 'Fiber-rich foods', 'Ginger', 'Licorice', 'Aloe vera juice']",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise,Consume smaller meals
 stomach_pain, acidity, ulcers_on_tongue, vomiting,GERD,GERD (Gastroesophageal Reflux Disease) is a digestive disorder that affects the lower esophageal sphincter.,"['Proton Pump Inhibitors (PPIs)', 'H2 Blockers', 'Antacids', 'Prokinetics', 'Antibiotics']","['Low-Acid Diet', 'Fiber-rich foods', 'Ginger', 'Licorice', 'Aloe vera juice']",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise,"Avoid trigger foods (spicy, fatty)"
 stomach_pain, acidity, ulcers_on_tongue, vomiting,GERD,GERD (Gastroesophageal Reflux Disease) is a digestive disorder that affects the lower esophageal sphincter.,"['Proton Pump Inhibitors (PPIs)', 'H2 Blockers', 'Antacids', 'Prokinetics', 'Antibiotics']","['Low-Acid Diet', 'Fiber-rich foods', 'Ginger', 'Licorice', 'Aloe vera juice']",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise,Eat high-fiber foods
